company,company_score,rank_company,diff_user_company,rank_user_score
클루닉스,41.34,1259.0,16.15,1165.0
미디어창비,41.34,1259.0,16.15,1165.0
이엘케이,41.33,1260.0,16.160000000000004,1166.0
리눅스웨어,41.33,1260.0,16.160000000000004,1166.0
대한주택관리사협회,41.33,1260.0,16.160000000000004,1166.0
골드플레이트,41.32,1261.0,16.17,1167.0
캐리마,41.31,1262.0,16.18,1168.0
인텔리안시스템즈,41.31,1262.0,16.18,1168.0
피엠씨프러덕션,41.3,1263.0,16.190000000000005,1169.0
노츠,41.3,1263.0,16.190000000000005,1169.0
넵코어스,41.3,1263.0,16.190000000000005,1169.0
시큐어원,41.29,1264.0,16.200000000000003,1170.0
유클리드소프트,41.28,1265.0,16.21,1171.0
디젠,41.27,1266.0,16.22,1172.0
지란지교에스앤씨,41.27,1266.0,16.22,1172.0
오렌지스퀘어,41.27,1266.0,16.22,1172.0
한국산지보전협회,41.26,1267.0,16.230000000000004,1173.0
ES큐브,41.24,1268.0,16.25,1174.0
노르마,41.24,1268.0,16.25,1174.0
마쉬코리아 보험중개,41.24,1268.0,16.25,1174.0
포뎁스,41.24,1268.0,16.25,1174.0
케이티파워텔,41.23,1269.0,16.260000000000005,1175.0
한국결제네트웍스 유한회사,41.23,1269.0,16.260000000000005,1175.0
아이젝스,41.22,1270.0,16.270000000000003,1176.0
메츠에이치아이티,41.21,1271.0,16.28,1177.0
뉴젠솔루션,41.2,1272.0,16.29,1178.0
바로연 결혼정보,41.19,1273.0,16.300000000000004,1179.0
수현,41.17,1274.0,16.32,1180.0
제일기획,73.83,12.0,16.339999999999996,1181.0
코리아리서치인터내,41.12,1275.0,16.370000000000005,1182.0
시지메드텍,41.11,1276.0,16.380000000000003,1183.0
현진시닝,41.1,1277.0,16.39,1184.0
잘레시아,41.08,1278.0,16.410000000000004,1185.0
엔클로니,41.08,1278.0,16.410000000000004,1185.0
마이원,41.08,1278.0,16.410000000000004,1185.0
다누시스,41.08,1278.0,16.410000000000004,1185.0
케이티,73.91,11.0,16.419999999999995,1186.0
에스엔에이,41.07,1279.0,16.42,1187.0
쏘테크,41.07,1279.0,16.42,1187.0
키스자산평가,41.06,1280.0,16.43,1188.0
코스코쉬핑라인스한국,41.05,1281.0,16.440000000000005,1189.0
한국금융아이티,41.04,1282.0,16.450000000000003,1190.0
진두아이에스,41.03,1283.0,16.46,1191.0
이썸테크,41.03,1283.0,16.46,1191.0
엠티데이타,41.02,1284.0,16.47,1192.0
위버스브레인,41.01,1285.0,16.480000000000004,1193.0
유안타저축은행,41.01,1285.0,16.480000000000004,1193.0
캔즈플렉스,41.01,1285.0,16.480000000000004,1193.0
티비스톰,41.0,1286.0,16.490000000000002,1194.0
한컴이노스트림,41.0,1286.0,16.490000000000002,1194.0
한국엔겔기계,41.0,1286.0,16.490000000000002,1194.0
한일에스티엠,40.99,1287.0,16.5,1195.0
이가종합건축사사무소,40.96,1288.0,16.53,1196.0
코그넥스코리아,40.96,1288.0,16.53,1196.0
제일감정평가법인,40.95,1289.0,16.54,1197.0
한국산업기술대학교산학협력단,40.94,1290.0,16.550000000000004,1198.0
빅텍스,40.94,1290.0,16.550000000000004,1198.0
케이티서비스남부,40.93,1291.0,16.560000000000002,1199.0
제노이드,40.89,1292.0,16.6,1200.0
쎄크,40.89,1292.0,16.6,1200.0
신성씨앤에스,40.88,1293.0,16.61,1201.0
디멕스,40.88,1293.0,16.61,1201.0
씨에스아이엔테크,40.87,1294.0,16.620000000000005,1202.0
스펙트라,40.87,1294.0,16.620000000000005,1202.0
크레온유니티,40.86,1295.0,16.630000000000003,1203.0
의식주컴퍼니,40.86,1295.0,16.630000000000003,1203.0
참좋은인터넷,40.86,1295.0,16.630000000000003,1203.0
한성시스코,40.85,1296.0,16.64,1204.0
동원금속,40.83,1297.0,16.660000000000004,1205.0
넥스챌,40.82,1298.0,16.67,1206.0
인키움,40.82,1298.0,16.67,1206.0
자비스앤빌런즈,40.81,1299.0,16.68,1207.0
피노텍,40.81,1299.0,16.68,1207.0
글로비트,40.79,1300.0,16.700000000000003,1208.0
블루이엔지,40.79,1300.0,16.700000000000003,1208.0
에스씨엘,40.79,1300.0,16.700000000000003,1208.0
인벤티스,40.79,1300.0,16.700000000000003,1208.0
티브로드,40.78,1301.0,16.71,1209.0
그립,40.77,1302.0,16.72,1210.0
비모소프트,40.77,1302.0,16.72,1210.0
국립산림과학원,40.77,1302.0,16.72,1210.0
모스티소프트,40.75,1303.0,16.740000000000002,1211.0
원트리즈뮤직,40.75,1303.0,16.740000000000002,1211.0
모두의연구소,40.74,1304.0,16.75,1212.0
아이즈비전,40.73,1305.0,16.760000000000005,1213.0
글로벌네트웍스,40.73,1305.0,16.760000000000005,1213.0
그린조이,40.72,1306.0,16.770000000000003,1214.0
아로정보기술,40.7,1307.0,16.79,1215.0
케이피에스,40.68,1308.0,16.810000000000002,1216.0
픽소니어,40.68,1308.0,16.810000000000002,1216.0
글로벌제너레이션,40.67,1309.0,16.82,1217.0
대화감정평가법인,40.67,1309.0,16.82,1217.0
"토르드라이브(ThorDrive Co. ,Ltd)",40.67,1309.0,16.82,1217.0
네오게임즈,40.67,1309.0,16.82,1217.0
상아매니지먼트컨설팅,40.65,1310.0,16.840000000000003,1218.0
퍼니이브,40.65,1310.0,16.840000000000003,1218.0
LG CNS,74.34,10.0,16.85,1219.0
대주기계,40.64,1311.0,16.85,1219.0
르호봇비즈니스인큐베이터,40.64,1311.0,16.85,1219.0
화이트정보통신,40.63,1312.0,16.86,1220.0
오피스허브,40.63,1312.0,16.86,1220.0
데이터플러스,40.62,1313.0,16.870000000000005,1221.0
에이티앤에스코리아,40.62,1313.0,16.870000000000005,1221.0
태성에스엔아이,40.62,1313.0,16.870000000000005,1221.0
리드피플,40.62,1313.0,16.870000000000005,1221.0
나라신용정보,40.61,1314.0,16.880000000000003,1222.0
불스원,40.6,1315.0,16.89,1223.0
시루정보,40.6,1315.0,16.89,1223.0
엑스페릭스,40.59,1316.0,16.9,1224.0
크레소티,40.59,1316.0,16.9,1224.0
조세통람,40.57,1317.0,16.92,1225.0
디포커스,40.57,1317.0,16.92,1225.0
도전하는사람들,40.54,1318.0,16.950000000000003,1226.0
루미르,40.53,1319.0,16.96,1227.0
티라티에스,40.49,1320.0,17.0,1228.0
에듀서브,40.49,1320.0,17.0,1228.0
에이치앤엠,40.48,1321.0,17.010000000000005,1229.0
휴노,40.47,1322.0,17.020000000000003,1230.0
새롬정보시스템,40.47,1322.0,17.020000000000003,1230.0
인밸류비즈,40.46,1323.0,17.03,1231.0
토탈소프트뱅크,40.44,1324.0,17.050000000000004,1232.0
블루트리,40.44,1324.0,17.050000000000004,1232.0
브이티더블유,40.44,1324.0,17.050000000000004,1232.0
씨유메디칼시스템,40.42,1325.0,17.07,1233.0
타임게이트,40.41,1326.0,17.080000000000005,1234.0
한국인프라,40.4,1327.0,17.090000000000003,1235.0
아머드 프레시,40.39,1328.0,17.1,1236.0
원더풀플랫폼,40.39,1328.0,17.1,1236.0
소프트웍스,40.39,1328.0,17.1,1236.0
데이타뱅크,40.38,1329.0,17.11,1237.0
한화큐셀코리아,40.38,1329.0,17.11,1237.0
한국테크놀로지,40.38,1329.0,17.11,1237.0
에이티센스,40.37,1330.0,17.120000000000005,1238.0
전능아이티,40.37,1330.0,17.120000000000005,1238.0
데이사이드,40.35,1331.0,17.14,1239.0
신양금속공업,40.34,1332.0,17.15,1240.0
에스디씨아이티,40.34,1332.0,17.15,1240.0
클리오,40.34,1332.0,17.15,1240.0
리더스시스템즈,40.32,1333.0,17.17,1241.0
트라이언소프트,40.32,1333.0,17.17,1241.0
엠앤와이즈,40.32,1333.0,17.17,1241.0
다컴시스템,40.31,1334.0,17.18,1242.0
십이지,40.3,1335.0,17.190000000000005,1243.0
엑스게이트,40.28,1336.0,17.21,1244.0
아이스앤브이,40.28,1336.0,17.21,1244.0
퓨렌스,40.28,1336.0,17.21,1244.0
지케스,40.28,1336.0,17.21,1244.0
씨제이텔레닉스,40.28,1336.0,17.21,1244.0
편강,40.28,1336.0,17.21,1244.0
제이와이커스텀,40.27,1337.0,17.22,1245.0
디지털헤럴드,40.27,1337.0,17.22,1245.0
리멤버앤컴퍼니,40.25,1338.0,17.240000000000002,1246.0
위엠비,40.24,1339.0,17.25,1247.0
한국아이티컨설팅,40.24,1339.0,17.25,1247.0
환경과학기술,40.24,1339.0,17.25,1247.0
와이지플러스,40.23,1340.0,17.260000000000005,1248.0
포스켄,40.23,1340.0,17.260000000000005,1248.0
날개물류,40.22,1341.0,17.270000000000003,1249.0
두손소프트,40.21,1342.0,17.28,1250.0
에이치제이컬쳐,40.2,1343.0,17.29,1251.0
씨아이에이열린교육,40.19,1344.0,17.300000000000004,1252.0
온아이티시스템,40.18,1345.0,17.310000000000002,1253.0
서커스컴퍼니,40.18,1345.0,17.310000000000002,1253.0
인터페이스정보기술,40.16,1346.0,17.330000000000005,1254.0
아이티에스노아,40.16,1346.0,17.330000000000005,1254.0
아이포터,40.15,1347.0,17.340000000000003,1255.0
지엔소프트,40.14,1348.0,17.35,1256.0
뉴빛테크놀러지,40.14,1348.0,17.35,1256.0
세하,40.13,1349.0,17.36,1257.0
비욘드테크,40.12,1350.0,17.370000000000005,1258.0
경보전기,40.11,1351.0,17.380000000000003,1259.0
아이티앤씨,40.11,1351.0,17.380000000000003,1259.0
엘에스컴퍼니,40.11,1351.0,17.380000000000003,1259.0
사이버메드,40.1,1352.0,17.39,1260.0
네오티스,40.09,1353.0,17.4,1261.0
포씨소프트,40.09,1353.0,17.4,1261.0
켐옵틱스,40.08,1354.0,17.410000000000004,1262.0
티앤아이,40.07,1355.0,17.42,1263.0
삼현비앤이,40.06,1356.0,17.43,1264.0
지테크시스템,40.06,1356.0,17.43,1264.0
지텍,40.06,1356.0,17.43,1264.0
이에스이,40.05,1357.0,17.440000000000005,1265.0
프리텔레콤,40.04,1358.0,17.450000000000003,1266.0
테크프러스,40.02,1359.0,17.47,1267.0
티온네트워크,40.01,1360.0,17.480000000000004,1268.0
리메드,40.01,1360.0,17.480000000000004,1268.0
중앙교육,39.99,1361.0,17.5,1269.0
쓰리웨이,39.97,1362.0,17.520000000000003,1270.0
비트나인,39.97,1362.0,17.520000000000003,1270.0
브이씨에이테크놀로지,39.97,1362.0,17.520000000000003,1270.0
다울지오인포,39.97,1362.0,17.520000000000003,1270.0
에이엠시지,39.97,1362.0,17.520000000000003,1270.0
베이직테크,39.94,1363.0,17.550000000000004,1271.0
파스텍,39.94,1363.0,17.550000000000004,1271.0
카비,39.93,1364.0,17.560000000000002,1272.0
와이쓰리에스,39.92,1365.0,17.57,1273.0
유니컴즈,39.91,1366.0,17.580000000000005,1274.0
우리강산시스템,39.9,1367.0,17.590000000000003,1275.0
지슨,39.9,1367.0,17.590000000000003,1275.0
페라가모코리아,39.9,1367.0,17.590000000000003,1275.0
와이아이씨컴퍼니,39.89,1368.0,17.6,1276.0
헬스커넥트,39.89,1368.0,17.6,1276.0
벨정보,39.87,1369.0,17.620000000000005,1277.0
엑스파워정보통신,39.85,1370.0,17.64,1278.0
이앤오즈,39.83,1371.0,17.660000000000004,1279.0
창헬스케어,39.83,1371.0,17.660000000000004,1279.0
셀코스,39.81,1372.0,17.68,1280.0
지우컴퍼니,39.81,1372.0,17.68,1280.0
에스티선랩,39.8,1373.0,17.690000000000005,1281.0
필아이티,39.8,1373.0,17.690000000000005,1281.0
인포벨리코리아,39.79,1374.0,17.700000000000003,1282.0
앤앤에스피,39.79,1374.0,17.700000000000003,1282.0
아이티네이드,39.79,1374.0,17.700000000000003,1282.0
고우,39.79,1374.0,17.700000000000003,1282.0
코테크시스템,39.78,1375.0,17.71,1283.0
지티시스템,39.78,1375.0,17.71,1283.0
세무법인 신승,39.78,1375.0,17.71,1283.0
대화연료펌프,39.77,1376.0,17.72,1284.0
하몬소프트,39.77,1376.0,17.72,1284.0
에코센스,39.76,1377.0,17.730000000000004,1285.0
대신통신기술,39.75,1378.0,17.740000000000002,1286.0
엘리엇,39.75,1378.0,17.740000000000002,1286.0
인텍에프에이,39.75,1378.0,17.740000000000002,1286.0
오픈잇,39.73,1379.0,17.760000000000005,1287.0
대양전기공업,39.73,1379.0,17.760000000000005,1287.0
한국에스티엘,39.72,1380.0,17.770000000000003,1288.0
한국경제티브이,39.72,1380.0,17.770000000000003,1288.0
티에스아이,39.72,1380.0,17.770000000000003,1288.0
금용기계,39.71,1381.0,17.78,1289.0
아이디어콘서트,39.71,1381.0,17.78,1289.0
아이에스티엔,39.71,1381.0,17.78,1289.0
디엑스앤브이엑스,39.71,1381.0,17.78,1289.0
싸이몬,39.7,1382.0,17.79,1290.0
상상인,39.7,1382.0,17.79,1290.0
제이큐브데이터,39.69,1383.0,17.800000000000004,1291.0
윈포시스,39.69,1383.0,17.800000000000004,1291.0
마티아솔루션,39.69,1383.0,17.800000000000004,1291.0
아펙스,39.68,1384.0,17.810000000000002,1292.0
비주얼샤워,39.67,1385.0,17.82,1293.0
네오소프트뱅크,39.67,1385.0,17.82,1293.0
앤시정보기술,39.67,1385.0,17.82,1293.0
극동방송,39.66,1386.0,17.830000000000005,1294.0
보나캠프,39.66,1386.0,17.830000000000005,1294.0
켐토피아,39.64,1387.0,17.85,1295.0
디아이티,39.64,1387.0,17.85,1295.0
한국엡손,39.63,1388.0,17.86,1296.0
메티스,39.63,1388.0,17.86,1296.0
페이게이트,39.63,1388.0,17.86,1296.0
에이씨앤티시스템,39.62,1389.0,17.870000000000005,1297.0
에스에이티,39.61,1390.0,17.880000000000003,1298.0
웅진플레이도시,39.61,1390.0,17.880000000000003,1298.0
한국유투더블유,39.6,1391.0,17.89,1299.0
에이엠컨설팅,39.6,1391.0,17.89,1299.0
아마노코리아,39.6,1391.0,17.89,1299.0
해오름인포텍,39.59,1392.0,17.9,1300.0
내담씨앤씨,39.58,1393.0,17.910000000000004,1301.0
파운트,39.58,1393.0,17.910000000000004,1301.0
유양산전,39.57,1394.0,17.92,1302.0
델레오코리아,39.56,1395.0,17.93,1303.0
케이티엔에프,39.56,1395.0,17.93,1303.0
유정시스템,39.55,1396.0,17.940000000000005,1304.0
비브로스 (B-bros Corporation),39.55,1396.0,17.940000000000005,1304.0
파츠몰,39.55,1396.0,17.940000000000005,1304.0
리코코리아,39.55,1396.0,17.940000000000005,1304.0
베스텔라랩,39.55,1396.0,17.940000000000005,1304.0
리치빔,39.53,1397.0,17.96,1305.0
디지비자산운용,39.53,1397.0,17.96,1305.0
가람감정평가법인,39.53,1397.0,17.96,1305.0
잉카엔트웍스,39.52,1398.0,17.97,1306.0
드림네트웍스,39.52,1398.0,17.97,1306.0
성문전자,39.51,1399.0,17.980000000000004,1307.0
비바리퍼블리카,75.49,9.0,17.999999999999993,1308.0
모빌씨앤씨,39.49,1400.0,18.0,1309.0
스필,39.49,1400.0,18.0,1309.0
한국특허기술진흥원,39.49,1400.0,18.0,1309.0
맥시우스,39.46,1401.0,18.03,1310.0
에이시에스,39.46,1401.0,18.03,1310.0
천조,39.46,1401.0,18.03,1310.0
파이디지털헬스케어,39.46,1401.0,18.03,1310.0
이커머스테크,39.44,1402.0,18.050000000000004,1311.0
동해정보통신,39.44,1402.0,18.050000000000004,1311.0
지지옥션,39.43,1403.0,18.060000000000002,1312.0
아이엠폼,39.43,1403.0,18.060000000000002,1312.0
대구디지털산업진흥원,39.42,1404.0,18.07,1313.0
조아,39.41,1405.0,18.080000000000005,1314.0
이니스트,39.41,1405.0,18.080000000000005,1314.0
아이티이지,39.41,1405.0,18.080000000000005,1314.0
이씨마이너,39.4,1406.0,18.090000000000003,1315.0
더케이교직원나라,39.39,1407.0,18.1,1316.0
에이치앤프랜즈,39.38,1408.0,18.11,1317.0
한길씨앤씨,39.38,1408.0,18.11,1317.0
한국사회복지공제회,39.37,1409.0,18.120000000000005,1318.0
스마트솔루션즈,39.37,1409.0,18.120000000000005,1318.0
티에이나인,39.36,1410.0,18.130000000000003,1319.0
헤리트,39.34,1411.0,18.15,1320.0
티오이십일,39.34,1411.0,18.15,1320.0
코아비스,39.32,1412.0,18.17,1321.0
차봇모빌리티,39.31,1413.0,18.18,1322.0
디쌤,39.31,1413.0,18.18,1322.0
덕인,39.31,1413.0,18.18,1322.0
인성회계법인,39.3,1414.0,18.190000000000005,1323.0
필라웨어,39.29,1415.0,18.200000000000003,1324.0
한도,39.28,1416.0,18.21,1325.0
베가스,39.28,1416.0,18.21,1325.0
이삭엔지니어링,39.27,1417.0,18.22,1326.0
리눅스데이타시스템,39.27,1417.0,18.22,1326.0
유니원아이앤씨,39.27,1417.0,18.22,1326.0
핀텔,39.24,1418.0,18.25,1327.0
준인터,39.24,1418.0,18.25,1327.0
웰데이타시스템,39.23,1419.0,18.260000000000005,1328.0
롯데오토리스,39.23,1419.0,18.260000000000005,1328.0
아만타,39.22,1420.0,18.270000000000003,1329.0
매스코,39.21,1421.0,18.28,1330.0
하나생명보험,39.21,1421.0,18.28,1330.0
센클라우드,39.21,1421.0,18.28,1330.0
제이씨엔울산중앙방송,39.2,1422.0,18.29,1331.0
세정아이앤씨,39.19,1423.0,18.300000000000004,1332.0
에니텍시스,39.19,1423.0,18.300000000000004,1332.0
인조이웍스,39.18,1424.0,18.310000000000002,1333.0
디오티스,39.16,1425.0,18.330000000000005,1334.0
에어키,39.15,1426.0,18.340000000000003,1335.0
큐빅테크,39.15,1426.0,18.340000000000003,1335.0
올거나이즈코리아,39.14,1427.0,18.35,1336.0
한국프라임제약,39.13,1428.0,18.36,1337.0
씨케이앤비,39.13,1428.0,18.36,1337.0
엠에스에이치씨,39.12,1429.0,18.370000000000005,1338.0
SK텔레콤,75.87,8.0,18.380000000000003,1339.0
제너시스템,39.11,1430.0,18.380000000000003,1339.0
에스디에이,39.11,1430.0,18.380000000000003,1339.0
에이치케이씨,39.11,1430.0,18.380000000000003,1339.0
에쓰오씨소프트,39.1,1431.0,18.39,1340.0
티앤에프글로벌,39.09,1432.0,18.4,1341.0
포소드,39.08,1433.0,18.410000000000004,1342.0
켄코아에어로스페이스,39.08,1433.0,18.410000000000004,1342.0
노리시스템,39.07,1434.0,18.42,1343.0
일도엔지니어링,39.07,1434.0,18.42,1343.0
티랩컨버젼스연구소,39.06,1435.0,18.43,1344.0
엣데이터,39.05,1436.0,18.440000000000005,1345.0
키엔컴,39.05,1436.0,18.440000000000005,1345.0
마상소프트,39.05,1436.0,18.440000000000005,1345.0
와이즈캔,39.05,1436.0,18.440000000000005,1345.0
모디엠,39.04,1437.0,18.450000000000003,1346.0
에버트러스트정보기술,39.04,1437.0,18.450000000000003,1346.0
한국오피스컴퓨터,39.04,1437.0,18.450000000000003,1346.0
퍼브,39.04,1437.0,18.450000000000003,1346.0
한국리스크관리,39.03,1438.0,18.46,1347.0
)대한감정평가법인,39.03,1438.0,18.46,1347.0
엠에스피정보기술,39.02,1439.0,18.47,1348.0
아카넷,39.02,1439.0,18.47,1348.0
딜리버리랩,39.02,1439.0,18.47,1348.0
로코모,39.0,1440.0,18.490000000000002,1349.0
이팝,38.99,1441.0,18.5,1350.0
크리젠솔루션,38.99,1441.0,18.5,1350.0
스마트푸드네트웍스,38.98,1442.0,18.510000000000005,1351.0
미래아이엔텍,38.98,1442.0,18.510000000000005,1351.0
티지에스,38.97,1443.0,18.520000000000003,1352.0
모비루스,38.97,1443.0,18.520000000000003,1352.0
모빌린트,38.96,1444.0,18.53,1353.0
유니텍,38.96,1444.0,18.53,1353.0
아이티에스컨버젼스,38.95,1445.0,18.54,1354.0
동우에이치에스티,38.93,1446.0,18.560000000000002,1355.0
마이에듀,38.93,1446.0,18.560000000000002,1355.0
서울의과학연구소,38.93,1446.0,18.560000000000002,1355.0
이화트론,38.91,1447.0,18.580000000000005,1356.0
은하수산,38.91,1447.0,18.580000000000005,1356.0
소프트아이텍,38.91,1447.0,18.580000000000005,1356.0
피플링크,38.9,1448.0,18.590000000000003,1357.0
유한테크노스,38.89,1449.0,18.6,1358.0
로픽,38.89,1449.0,18.6,1358.0
태광,38.89,1449.0,18.6,1358.0
갈라랩,38.89,1449.0,18.6,1358.0
에코아이티,38.88,1450.0,18.61,1359.0
메이아이,38.88,1450.0,18.61,1359.0
인실리코젠,38.87,1451.0,18.620000000000005,1360.0
원캐스트,38.86,1452.0,18.630000000000003,1361.0
삼정데이타서비스,38.86,1452.0,18.630000000000003,1361.0
비엔피파리바카디프생명보험,38.86,1452.0,18.630000000000003,1361.0
동덕정보통신,38.86,1452.0,18.630000000000003,1361.0
한국전기교통,38.86,1452.0,18.630000000000003,1361.0
셀리지온,38.85,1453.0,18.64,1362.0
푸디노에프앤디(F&D),38.84,1454.0,18.65,1363.0
아반소프트,38.83,1455.0,18.660000000000004,1364.0
지아이데이타,38.8,1456.0,18.690000000000005,1365.0
한국산텐제약,38.79,1457.0,18.700000000000003,1366.0
프리시젼바이오,38.79,1457.0,18.700000000000003,1366.0
프로토타입,38.79,1457.0,18.700000000000003,1366.0
타임소프트,38.74,1458.0,18.75,1367.0
자이오넥스,38.74,1458.0,18.75,1367.0
아테코,38.71,1459.0,18.78,1368.0
위트플러스,38.7,1460.0,18.79,1369.0
메타브레인,38.69,1461.0,18.800000000000004,1370.0
시드아이티,38.69,1461.0,18.800000000000004,1370.0
하이버스,38.69,1461.0,18.800000000000004,1370.0
리치앤타임,38.68,1462.0,18.810000000000002,1371.0
플로우테크,38.67,1463.0,18.82,1372.0
페이민트,38.67,1463.0,18.82,1372.0
누리인포스,38.67,1463.0,18.82,1372.0
디디에스,38.67,1463.0,18.82,1372.0
롤텍,38.67,1463.0,18.82,1372.0
테크밸리,38.66,1464.0,18.830000000000005,1373.0
씨에스플러스,38.66,1464.0,18.830000000000005,1373.0
세종데이터시스템,38.66,1464.0,18.830000000000005,1373.0
케이디정보기술,38.65,1465.0,18.840000000000003,1374.0
에스투더블유,38.65,1465.0,18.840000000000003,1374.0
휴빌론,38.65,1465.0,18.840000000000003,1374.0
홈캐스트,38.65,1465.0,18.840000000000003,1374.0
마카롱팩토리,38.64,1466.0,18.85,1375.0
디지탈씨오에스,38.63,1467.0,18.86,1376.0
시노트란스코리아쉬핑,38.63,1467.0,18.86,1376.0
토모큐브,38.63,1467.0,18.86,1376.0
모토닉스,38.63,1467.0,18.86,1376.0
브레넥스,38.61,1468.0,18.880000000000003,1377.0
지티원,38.61,1468.0,18.880000000000003,1377.0
삼일아엔씨,38.61,1468.0,18.880000000000003,1377.0
휴템,38.6,1469.0,18.89,1378.0
범우정보기술,38.59,1470.0,18.9,1379.0
신세계건설,38.58,1471.0,18.910000000000004,1380.0
다산솔루에타,38.57,1472.0,18.92,1381.0
이수시스템,38.57,1472.0,18.92,1381.0
위굴리,38.57,1472.0,18.92,1381.0
이포넷,38.56,1473.0,18.93,1382.0
올리브스톤,38.55,1474.0,18.940000000000005,1383.0
쓰리탑,38.55,1474.0,18.940000000000005,1383.0
모비프렌,38.55,1474.0,18.940000000000005,1383.0
마크베이스,38.55,1474.0,18.940000000000005,1383.0
아이비리더스,38.53,1475.0,18.96,1384.0
의료법인 대아의료재단,38.53,1475.0,18.96,1384.0
한성칼라,38.52,1476.0,18.97,1385.0
크로스오버커뮤니케이션,38.52,1476.0,18.97,1385.0
마린웍스,38.52,1476.0,18.97,1385.0
올리패스,38.51,1477.0,18.980000000000004,1386.0
크리니티,38.51,1477.0,18.980000000000004,1386.0
넷솔테크,38.5,1478.0,18.990000000000002,1387.0
메이츠소프트,38.5,1478.0,18.990000000000002,1387.0
경동사,38.49,1479.0,19.0,1388.0
인사커뮤니케이션,38.49,1479.0,19.0,1388.0
태성전장,38.49,1479.0,19.0,1388.0
미소테크,38.49,1479.0,19.0,1388.0
에이티앤에스그룹,38.49,1479.0,19.0,1388.0
바로네트웍스,38.49,1479.0,19.0,1388.0
삼영에스앤씨,38.48,1480.0,19.010000000000005,1389.0
비덴트,38.48,1480.0,19.010000000000005,1389.0
엑스투아이,38.47,1481.0,19.020000000000003,1390.0
줌마,38.47,1481.0,19.020000000000003,1390.0
서빅,38.46,1482.0,19.03,1391.0
오토브레인,38.46,1482.0,19.03,1391.0
해강개발,38.45,1483.0,19.04,1392.0
서림테크놀로지,38.45,1483.0,19.04,1392.0
카카오,76.55,7.0,19.059999999999995,1393.0
아이코다,38.42,1484.0,19.07,1394.0
딥마인드플랫폼,38.41,1485.0,19.080000000000005,1395.0
케이앤에스아이앤씨,38.41,1485.0,19.080000000000005,1395.0
루트온플러스,38.41,1485.0,19.080000000000005,1395.0
포앤비,38.4,1486.0,19.090000000000003,1396.0
뉴빌리티,38.4,1486.0,19.090000000000003,1396.0
지앤피,38.39,1487.0,19.1,1397.0
블루웨이브컨설팅,38.39,1487.0,19.1,1397.0
조아기프트,38.38,1488.0,19.11,1398.0
아이앤텍,38.38,1488.0,19.11,1398.0
세븐에듀,38.38,1488.0,19.11,1398.0
투어마케팅코리아,38.37,1489.0,19.120000000000005,1399.0
네이즈,38.36,1490.0,19.130000000000003,1400.0
금호에이치티,38.35,1491.0,19.14,1401.0
동양정보서비스,38.35,1491.0,19.14,1401.0
바이텍정보통신,38.35,1491.0,19.14,1401.0
애플아울렛,38.34,1492.0,19.15,1402.0
지앤비패럴랙스교육(,38.34,1492.0,19.15,1402.0
연우,38.34,1492.0,19.15,1402.0
엠파워시스템,38.33,1493.0,19.160000000000004,1403.0
스콥정보통신,38.33,1493.0,19.160000000000004,1403.0
클러쉬,38.32,1494.0,19.17,1404.0
유엔파인,38.31,1495.0,19.18,1405.0
이우소프트,38.3,1496.0,19.190000000000005,1406.0
차바이오텍,38.29,1497.0,19.200000000000003,1407.0
소프트웨어품질연구소,38.29,1497.0,19.200000000000003,1407.0
나눔아이씨티,38.28,1498.0,19.21,1408.0
다트미디어,38.28,1498.0,19.21,1408.0
이엠디넷,38.27,1499.0,19.22,1409.0
제윤,38.27,1499.0,19.22,1409.0
피닉슨컨트롤스,38.27,1499.0,19.22,1409.0
에스에프이,38.26,1500.0,19.230000000000004,1410.0
덴컴,38.26,1500.0,19.230000000000004,1410.0
에스티이엔,38.25,1501.0,19.240000000000002,1411.0
올메디쿠스,38.25,1501.0,19.240000000000002,1411.0
유니아나,38.24,1502.0,19.25,1412.0
네오아이씨피,38.24,1502.0,19.25,1412.0
비씨월드제약,38.24,1502.0,19.25,1412.0
와치텍,38.22,1503.0,19.270000000000003,1413.0
엘엑스,38.22,1503.0,19.270000000000003,1413.0
숲소리,38.22,1503.0,19.270000000000003,1413.0
휴먼정보기술,38.21,1504.0,19.28,1414.0
한국에스리,38.21,1504.0,19.28,1414.0
라온시큐어,38.21,1504.0,19.28,1414.0
날리지큐브,38.21,1504.0,19.28,1414.0
스펙스,38.19,1505.0,19.300000000000004,1415.0
링크,38.18,1506.0,19.310000000000002,1416.0
아리모아,38.18,1506.0,19.310000000000002,1416.0
이노부스트,38.18,1506.0,19.310000000000002,1416.0
알에스포,38.16,1507.0,19.330000000000005,1417.0
에스씨엘헬스케어,38.16,1507.0,19.330000000000005,1417.0
아리온통신,38.16,1507.0,19.330000000000005,1417.0
웹모아,38.16,1507.0,19.330000000000005,1417.0
아이서티,38.15,1508.0,19.340000000000003,1418.0
지앤비아이텍,38.14,1509.0,19.35,1419.0
블룸즈베리리소시스리미티드,38.13,1510.0,19.36,1420.0
디투이노베이션,38.12,1511.0,19.370000000000005,1421.0
비츠로셀,38.1,1512.0,19.39,1422.0
포스트미디어,38.1,1512.0,19.39,1422.0
굿센,38.09,1513.0,19.4,1423.0
플루토솔루션,38.08,1514.0,19.410000000000004,1424.0
양재미디어,38.06,1515.0,19.43,1425.0
서울스탠다드,38.06,1515.0,19.43,1425.0
